date,total_keys,avg_speed,fatigue_score
2026-06-29,0.0,0.0,0.0
2026-06-30,0.0,0.0,0.0
2026-07-01,0.0,0.0,0.0
2026-07-02,0.0,0.0,0.0
2026-07-03,1976.0,15.487916394513391,55.86666666666667
2026-07-04,0.0,0.0,10.0
2026-07-05,0.0,0.0,10.0
